1.476334638577668462e+06 1.293860379635254852e+06 0.000000000000000000e+00
1.478334943871871335e+06 1.293896014394335449e+06 0.000000000000000000e+00
1.480332506222570548e+06 1.294008299939756049e+06 0.000000000000000000e+00
1.482324246208957862e+06 1.294198775205737911e+06 0.000000000000000000e+00
1.484307151333285961e+06 1.294467012643580092e+06 0.000000000000000000e+00
1.486278493574499618e+06 1.294811065602186369e+06 0.000000000000000000e+00
1.488235411711555440e+06 1.295230438124160748e+06 0.000000000000000000e+00
1.490175061933949590e+06 1.295724524534468539e+06 0.000000000000000000e+00
1.492093991179456236e+06 1.296294696358055808e+06 0.000000000000000000e+00
1.493989593818286899e+06 1.296939049299300183e+06 0.000000000000000000e+00
1.495859427852168214e+06 1.297655602588653332e+06 0.000000000000000000e+00
1.497700777559674811e+06 1.298443320047448156e+06 0.000000000000000000e+00
1.499510965373390820e+06 1.299301060178215150e+06 0.000000000000000000e+00
1.501286119328828063e+06 1.300229924808068434e+06 0.000000000000000000e+00
1.503024481422055978e+06 1.301226706295570824e+06 0.000000000000000000e+00
1.504723812918184092e+06 1.302289411161486525e+06 0.000000000000000000e+00
1.506381643594378838e+06 1.303416500406529289e+06 0.000000000000000000e+00
1.507995560960416682e+06 1.304606338491275907e+06 0.000000000000000000e+00
1.509561257797311991e+06 1.305859631408918882e+06 0.000000000000000000e+00
1.511078207325570751e+06 1.307172154610645259e+06 0.000000000000000000e+00
1.512544296698842663e+06 1.308541891383058624e+06 0.000000000000000000e+00
1.513957392583342269e+06 1.309966855827131774e+06 0.000000000000000000e+00
1.515315196198988007e+06 1.311445196899923030e+06 0.000000000000000000e+00
1.516613710682484787e+06 1.312976436297686305e+06 0.000000000000000000e+00
1.517853208223246271e+06 1.314556355422535678e+06 0.000000000000000000e+00
1.519031884986798977e+06 1.316182664283001330e+06 0.000000000000000000e+00
1.520148023702945560e+06 1.317853002553582890e+06 0.000000000000000000e+00
1.521199315840686206e+06 1.319565355265470454e+06 0.000000000000000000e+00
1.522182732772830408e+06 1.321317992339575663e+06 0.000000000000000000e+00
1.523098941895272816e+06 1.323107073260888224e+06 0.000000000000000000e+00
1.523946608012552373e+06 1.324930002173253335e+06 0.000000000000000000e+00
1.524724493370350217e+06 1.326784131132560782e+06 0.000000000000000000e+00
1.525430271728716791e+06 1.328667200577503070e+06 0.000000000000000000e+00
1.526062182163439225e+06 1.330576601051599951e+06 0.000000000000000000e+00
1.526621169835323235e+06 1.332508856641843682e+06 0.000000000000000000e+00
1.527106416544200853e+06 1.334461161684473278e+06 0.000000000000000000e+00
1.527517210870318580e+06 1.336430677652524319e+06 0.000000000000000000e+00
1.527851233965311898e+06 1.338414813230853993e+06 0.000000000000000000e+00
1.528108183143038768e+06 1.340410515115938149e+06 0.000000000000000000e+00
1.528289182460285956e+06 1.342414630874549504e+06 0.000000000000000000e+00
1.528393963016988942e+06 1.344424247791232076e+06 0.000000000000000000e+00
1.528422366790492320e+06 1.346436442062930902e+06 0.000000000000000000e+00
1.528372139051813865e+06 1.348448206242438871e+06 0.000000000000000000e+00
1.528244506057382328e+06 1.350456513612312730e+06 0.000000000000000000e+00
1.528053673062553629e+06 1.352350561134538148e+06 0.000000000000000000e+00
1.527802504909934476e+06 1.354184564201327506e+06 0.000000000000000000e+00
1.527517516048678430e+06 1.355848370178928366e+06 0.000000000000000000e+00
1.527203438774028560e+06 1.357397180827538017e+06 0.000000000000000000e+00
1.526865946363755269e+06 1.358832022588898428e+06 0.000000000000000000e+00
1.526519648611437064e+06 1.360152048933201702e+06 0.000000000000000000e+00
1.526138177300672978e+06 1.361460679375780281e+06 0.000000000000000000e+00
1.525747364800911862e+06 1.362691706048653927e+06 0.000000000000000000e+00
1.525344428336414276e+06 1.363854337746724719e+06 0.000000000000000000e+00
1.524937046378999949e+06 1.364952791286166757e+06 0.000000000000000000e+00
1.524527435259950347e+06 1.365989753646783996e+06 0.000000000000000000e+00
1.524144918380617164e+06 1.366902581765172072e+06 0.000000000000000000e+00
1.523775043364585610e+06 1.367740903445640579e+06 0.000000000000000000e+00
1.523421038766728248e+06 1.368507435586250154e+06 0.000000000000000000e+00
1.522750261531898985e+06 1.369875538703941042e+06 0.000000000000000000e+00
1.522458355800658232e+06 1.370442746337478980e+06 0.000000000000000000e+00
1.522182090328297112e+06 1.370967129878665321e+06 0.000000000000000000e+00
1.521653005120757734e+06 1.371926013726098929e+06 0.000000000000000000e+00
1.521148046191943577e+06 1.372799746691538719e+06 0.000000000000000000e+00
